id,msg,level,app,tag,pid,tid,ts,created_at,updated_at
479,"city with key campinas missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.145808","2017-12-28 04:39:10.145808"
480,"city with key guaratingueta missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.150308","2017-12-28 04:39:10.150308"
481,"city with key mogimirim missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.154921","2017-12-28 04:39:10.154921"
482,"city with key ribeiraopreto missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.158952","2017-12-28 04:39:10.158952"
483,"city with key varginha missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.164225","2017-12-28 04:39:10.164225"
484,"city with key tombos missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.168380","2017-12-28 04:39:10.168380"
485,"city with key caxiasdosul missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.172637","2017-12-28 04:39:10.172637"
486,"city with key erechim missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.178067","2017-12-28 04:39:10.178067"
487,"city with key macae missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.188090","2017-12-28 04:39:10.188090"
488,"city with key salgueiro missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.192293","2017-12-28 04:39:10.192293"
489,"city with key belem missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.200673","2017-12-28 04:39:10.200673"
490,"city with key Arapiraca missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.207073","2017-12-28 04:39:10.207073"
491,"city with key joaopessoa missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.214030","2017-12-28 04:39:10.214030"
492,"city with key teresina missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.218451","2017-12-28 04:39:10.218451"
493,"city with key saoleopoldo missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.224212","2017-12-28 04:39:10.224212"
494,"city with key cachoeirinha missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.229067","2017-12-28 04:39:10.229067"
495,"city with key vacaria missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.234466","2017-12-28 04:39:10.234466"
496,"city with key lajeado missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.240136","2017-12-28 04:39:10.240136"
497,"city with key novohamburgo missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.244739","2017-12-28 04:39:10.244739"
498,"city with key passofundo missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.249303","2017-12-28 04:39:10.249303"
499,"city with key riogrande missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.256966","2017-12-28 04:39:10.256966"
500,"unknown type for value >city""veranopolis< - key veranopolis",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.261930","2017-12-28 04:39:10.261930"
501,"city with key santoangelo missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.266596","2017-12-28 04:39:10.266596"
502,"city with key bentogoncalves missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.274307","2017-12-28 04:39:10.274307"
503,"city with key santacruzdosul missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.281073","2017-12-28 04:39:10.281073"
504,"city with key santamaria missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.288108","2017-12-28 04:39:10.288108"
505,"city with key venancioaires missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.295645","2017-12-28 04:39:10.295645"
506,"city with key pelotas missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.302312","2017-12-28 04:39:10.302312"
507,"city with key saogabriel missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.309242","2017-12-28 04:39:10.309242"
508,"unknown type for value >cityïjui< - key saoluizijui",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.316540","2017-12-28 04:39:10.316540"
509,"city with key marau missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.326350","2017-12-28 04:39:10.326350"
510,"city with key santacruzdosul missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.331271","2017-12-28 04:39:10.331271"
511,"city with key santamaria missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.336377","2017-12-28 04:39:10.336377"
512,"city with key farroupilha missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.343133","2017-12-28 04:39:10.343133"
513,"city with key caxiasdosul missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.346579","2017-12-28 04:39:10.346579"
514,"city with key panambi missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.351039","2017-12-28 04:39:10.351039"
515,"city with key crissiumal missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.358023","2017-12-28 04:39:10.358023"
516,"city with key fredericowestphalen missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.362974","2017-12-28 04:39:10.362974"
517,"city with key diadema missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.367371","2017-12-28 04:39:10.367371"
518,"city with key osasco missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.373813","2017-12-28 04:39:10.373813"
519,"city with key capivarisp missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.377359","2017-12-28 04:39:10.377359"
520,"city with key araraquara missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.380928","2017-12-28 04:39:10.380928"
521,"city with key itu missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.385413","2017-12-28 04:39:10.385413"
522,"city with key Lins missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.392662","2017-12-28 04:39:10.392662"
523,"city with key novohorizonte missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.396362","2017-12-28 04:39:10.396362"
524,"city with key campinas missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.400520","2017-12-28 04:39:10.400520"
525,"city with key rioclarosp missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.407019","2017-12-28 04:39:10.407019"
526,"city with key saobentosp missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.410748","2017-12-28 04:39:10.410748"
527,"city with key saobernardodocampo missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.414011","2017-12-28 04:39:10.414011"
528,"city with key piracicaba missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.419044","2017-12-28 04:39:10.419044"
529,"city with key cabofrio missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.442782","2017-12-28 04:39:10.442782"
530,"city with key novafriburgo missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.446867","2017-12-28 04:39:10.446867"
531,"city with key resende missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.459573","2017-12-28 04:39:10.459573"
532,"city with key duquedecaxias missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.463248","2017-12-28 04:39:10.463248"
533,"city with key voltaredonda missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.467745","2017-12-28 04:39:10.467745"
534,"city with key uberlandia missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.474197","2017-12-28 04:39:10.474197"
535,"city with key patosdeminas missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.477898","2017-12-28 04:39:10.477898"
536,"city with key trescoracoes missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.481296","2017-12-28 04:39:10.481296"
537,"city with key pocodecaldas missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.485799","2017-12-28 04:39:10.485799"
538,"city with key divinopolis missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.492814","2017-12-28 04:39:10.492814"
539,"city with key novalima missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.496499","2017-12-28 04:39:10.496499"
540,"city with key fozdoiguacu missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.503766","2017-12-28 04:39:10.503766"
541,"city with key toledopr missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.509561","2017-12-28 04:39:10.509561"
542,"city with key cornelioprocopio missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.512781","2017-12-28 04:39:10.512781"
543,"city with key paranagua missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.516005","2017-12-28 04:39:10.516005"
544,"city with key cascavel missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.521645","2017-12-28 04:39:10.521645"
545,"city with key maringa missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.530142","2017-12-28 04:39:10.530142"
546,"city with key pontagrossa missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.535844","2017-12-28 04:39:10.535844"
547,"city with key brusque missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.542183","2017-12-28 04:39:10.542183"
548,"city with key blumenau missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.546887","2017-12-28 04:39:10.546887"
549,"city with key palhoca missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.551052","2017-12-28 04:39:10.551052"
550,"city with key lages missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.557246","2017-12-28 04:39:10.557246"
551,"city with key camboriu missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.561813","2017-12-28 04:39:10.561813"
552,"city with key guanambi missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.564950","2017-12-28 04:39:10.564950"
553,"city with key juazeiro missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.574338","2017-12-28 04:39:10.574338"
554,"city with key feiradesantana missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.577692","2017-12-28 04:39:10.577692"
555,"city with key ilheus missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.582088","2017-12-28 04:39:10.582088"
556,"city with key jacobina missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.591004","2017-12-28 04:39:10.591004"
557,"city with key feiradesantana missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.596839","2017-12-28 04:39:10.596839"
558,"city with key feiradesantana missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.603045","2017-12-28 04:39:10.603045"
559,"city with key vitoriadaconquista missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.609732","2017-12-28 04:39:10.609732"
560,"city with key riachaodojacuipe missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.614809","2017-12-28 04:39:10.614809"
561,"city with key anapolis missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.619989","2017-12-28 04:39:10.619989"
562,"city with key catalaogo missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.627580","2017-12-28 04:39:10.627580"
563,"city with key itumbiara missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.632608","2017-12-28 04:39:10.632608"
564,"city with key trindadego missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.636112","2017-12-28 04:39:10.636112"
565,"city with key aparecidadegoiania missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.639398","2017-12-28 04:39:10.639398"
566,"city with key anapolis missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.642871","2017-12-28 04:39:10.642871"
567,"city with key goianesia missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.646781","2017-12-28 04:39:10.646781"
568,"city with key maranguape missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.654685","2017-12-28 04:39:10.654685"
569,"city with key juazeirodonorte missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.660951","2017-12-28 04:39:10.660951"
570,"city with key itapipoca missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.664133","2017-12-28 04:39:10.664133"
571,"city with key juazeirodonorte missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.667155","2017-12-28 04:39:10.667155"
572,"city with key sobral missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.669923","2017-12-28 04:39:10.669923"
573,"city with key quixada missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.674890","2017-12-28 04:39:10.674890"
574,"city with key carpina missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.679670","2017-12-28 04:39:10.679670"
575,"city with key belojardim missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.682481","2017-12-28 04:39:10.682481"
576,"city with key caruaru missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.685579","2017-12-28 04:39:10.685579"
577,"city with key pesqueira missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.688634","2017-12-28 04:39:10.688634"
578,"city with key caruaru missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.692934","2017-12-28 04:39:10.692934"
579,"unknown type for value >Serra Talhada|Serra Talhada Futebol Clube< - key serratalhada",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.696846","2017-12-28 04:39:10.696846"
580,"city with key serratalhada missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.698280","2017-12-28 04:39:10.698280"
581,"city with key vitoriadesantoantao missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.701606","2017-12-28 04:39:10.701606"
